,Suburb,Address,Rooms,Type,Method,SellerG,Date
21202,Glen Iris,11 Allaville Av,3,h,S,hockingstuart,16/09/2017
21203,Glen Iris,5 Gatis St,3,h,S,Jellis,16/09/2017
21204,Glen Iris,15 Leopold St,3,h,SP,Marshall,16/09/2017
21205,Glen Iris,11 Lincoln St,3,h,S,Kay,16/09/2017
21206,Glen Iris,3/1690 Malvern Rd,2,u,S,Fletchers,16/09/2017
21207,Glen Iris,10/1705 Malvern Rd,1,u,VB,Fletchers,16/09/2017
21208,Glen Iris,1/16 Osborne Av,2,t,S,hockingstuart,16/09/2017
21209,Glen Iris,1/5 Queens Pde,2,u,S,J,16/09/2017
21210,Glen Iris,1A Rosemary Gr,3,t,S,Noel,16/09/2017
21211,Glen Iris,111 Tooronga Rd,2,h,S,Jellis,16/09/2017
21212,Glen Iris,324 Warrigal Rd,3,h,PI,Marshall,16/09/2017
21213,Glen Waverley,31 Chapman Bvd,3,h,S,hockingstuart,16/09/2017
21214,Glen Waverley,22 Creswick St,5,h,PN,Harcourts,16/09/2017
21215,Glen Waverley,45 Kennedy St,3,h,PI,Roger,16/09/2017
21216,Glen Waverley,40 Leicester Av,5,h,SN,Biggin,16/09/2017
21217,Glen Waverley,50 Madigan Dr,5,h,S,Barry,16/09/2017
21218,Glen Waverley,5 Myers Av,4,h,PI,Fletchers,16/09/2017
21219,Glen Waverley,2/47 Panoramic Gr,3,h,S,Ray,16/09/2017
21220,Glen Waverley,6B Rowitta Dr,4,h,VB,Fletchers,16/09/2017
21221,Glen Waverley,424A Springvale Rd,3,h,PI,Ray,16/09/2017
21222,Glen Waverley,4/20 Tulloch Gr,3,h,PN,Harcourts,16/09/2017
21223,Glen Waverley,5A York St,3,t,S,Harcourts,16/09/2017
21224,Glenroy,76 Daley St,2,h,PI,RW,16/09/2017
21225,Glenroy,2/30 Gladstone Pde,3,t,S,Eview,16/09/2017
21226,Glenroy,30 Hillcrest Rd,4,h,PI,Barry,16/09/2017
21227,Glenroy,77 Hubert Av,2,h,SN,Barry,16/09/2017
21228,Glenroy,2/9 McDonald Pl,3,t,S,Eview,16/09/2017
21229,Glenroy,15 Tarana Av,3,h,SN,Barry,16/09/2017
21230,Glenroy,28 Tarana Av,3,h,S,Brad,16/09/2017
21231,Greensborough,70 Alexandra St,3,h,PI,Darren,16/09/2017
21232,Greensborough,5 Baranbali Gr,4,h,PI,Darren,16/09/2017
21233,Greensborough,34 Crana Gr,3,h,S,Morrison,16/09/2017
21234,Greensborough,5 Larcom Ct,3,h,S,Barry,16/09/2017
21235,Greensborough,6 Murumba St,4,h,S,Morrison,16/09/2017
21236,Greensborough,19 Wolangi Ct,4,h,S,Morrison,16/09/2017
21237,Greenvale,78 Kirkham Dr,5,h,S,YPA,16/09/2017
21238,Greenvale,17 Lancaster Ct,4,h,S,Stockdale,16/09/2017
21239,Greenvale,24 Posy St,5,h,PI,hockingstuart,16/09/2017
21240,Hallam,39 Alexander St,3,h,S,REMAX,16/09/2017
21241,Hampton,4 Bolton Av,3,h,S,Buxton,16/09/2017
21242,Hampton,16 Conifer St,3,h,VB,Hodges,16/09/2017
21243,Hampton,2/46 Earlsfield Rd,3,t,S,Buxton,16/09/2017
21244,Hampton,41 Grout St,4,h,VB,Buxton,16/09/2017
21245,Hampton,49 Ludstone St,4,h,S,Marshall,16/09/2017
21246,Hampton,15 May St,4,h,PI,Follett,16/09/2017
21247,Hampton,102 Willis St,3,h,S,Nick,16/09/2017
21248,Hampton East,19a Apex Av,2,u,SP,Purplebricks,16/09/2017
21249,Hampton East,2/6 Bartlett St,2,u,S,Buxton,16/09/2017
21250,Hampton East,11 Keiller St,3,h,PI,Jellis,16/09/2017
21251,Hampton East,32 Lonsdale Av,2,t,VB,Buxton,16/09/2017
21252,Hawthorn,357 Auburn Rd,4,h,S,Jellis,16/09/2017
21253,Hawthorn,16 Hill St,4,h,VB,Marshall,16/09/2017
21254,Hawthorn,1/32 Liddiard St,2,u,VB,Fletchers,16/09/2017
21255,Hawthorn,10/24 Muir St,2,u,SP,Marshall,16/09/2017
21256,Hawthorn,61 Power St,4,h,S,Marshall,16/09/2017
21257,Hawthorn,11 Urquhart St,4,h,SP,Jellis,16/09/2017
21258,Hawthorn,25 William St,3,h,VB,Marshall,16/09/2017
21259,Hawthorn East,4/456 Barkers Rd,3,t,PN,RT,16/09/2017
21260,Hawthorn East,27 Burwood Av,5,h,VB,Jellis,16/09/2017
21261,Hawthorn East,9 Jaques St,4,h,SN,Abercromby's,16/09/2017
21262,Hawthorn East,3/38 Mayston St,2,u,S,Noel,16/09/2017
21263,Heathmont,1/270 Canterbury Rd,3,t,S,Noel,16/09/2017
21264,Heathmont,5 Marden Pl,4,h,W,Ray,16/09/2017
21265,Heathmont,13 Stoda St,3,h,PI,Philip,16/09/2017
21266,Heidelberg West,122 Altona St,3,h,S,Ray,16/09/2017
21267,Heidelberg West,2/14 Koitaki Ct,2,u,VB,Haughton,16/09/2017
21268,Heidelberg West,158 Liberty Pde,5,h,S,William,16/09/2017
21269,Highett,21 Noyes St,4,h,PI,Buxton,16/09/2017
21270,Highett,6 Train St,3,t,S,Buxton,16/09/2017
21271,Hillside,110 Allenby Rd,4,h,S,Barry,16/09/2017
21272,Hillside,3 Dryburgh Pl,3,h,S,Prof.,16/09/2017
21273,Hillside,42 Langmore Dr,3,h,S,Barry,16/09/2017
21274,Hoppers Crossing,13 Doynton Pde,3,h,S,Reliance,16/09/2017
21275,Hoppers Crossing,39 Ironbark Dr,3,h,PI,Barry,16/09/2017
21276,Hoppers Crossing,46 Ironbark Dr,5,h,PI,Barry,16/09/2017
21277,Hoppers Crossing,9 Matthew Cl,4,h,SP,One,16/09/2017
21278,Hoppers Crossing,17 McCormack Cr,4,h,S,hockingstuart,16/09/2017
21279,Hoppers Crossing,113 Powell Dr,3,h,S,Greg,16/09/2017
21280,Hoppers Crossing,525 Sayers Rd,4,h,PI,Greg,16/09/2017
21281,Hoppers Crossing,26 Strickland Av,3,h,SN,Barry,16/09/2017
21282,Hughesdale,2/1091 North Rd,4,t,SA,Ray,16/09/2017
21283,Ivanhoe,1/9 Merther Rd,3,t,S,Fletchers,16/09/2017
21284,Ivanhoe,21 Townsend St,4,h,VB,Fletchers,16/09/2017
21285,Ivanhoe,209 Waterdale Rd,3,h,SN,Miles,16/09/2017
21286,Jacana,17 Emu Pde,3,h,S,Raine,16/09/2017
21287,Jacana,18 Freeland Gr,3,h,SN,Barry,16/09/2017
21288,Jacana,37 Lorraine Cr,3,h,SN,Barry,16/09/2017
21289,Keilor,6 Riverside Av,3,h,S,Barry,16/09/2017
21290,Keilor East,16 Ash Gr,4,h,S,Nelson,16/09/2017
21291,Keilor East,11 Byron Av,3,h,S,Nelson,16/09/2017
21292,Keilor East,60 Roberts St,3,h,S,Nelson,16/09/2017
21293,Keilor East,11 Wunnamurra Dr,3,h,SP,Nelson,16/09/2017
21294,Keilor Lodge,3/7 Lossi Ct,2,u,S,Barry,16/09/2017
21295,Kensington,12 Calwell St,1,t,SP,Nelson,16/09/2017
21296,Kensington,16 Smith St,3,t,S,Alexkarbon,16/09/2017
21297,Kew,14 Atkins St,4,h,S,Jellis,16/09/2017
21298,Kew,3/11 Davis St,2,u,PI,Nelson,16/09/2017
21299,Kew,117 Edgevale Rd,3,h,S,Marshall,16/09/2017
21300,Kew,48 Edgevale Rd,3,h,S,Kay,16/09/2017
21301,Kew,13 Ermington Pl,6,h,S,Nelson,16/09/2017
21302,Kew,8 Hansen St,4,h,SP,Marshall,16/09/2017
21303,Kew,2/11 Hartington St,2,u,SP,Nelson,16/09/2017
21304,Kew,2/17 Marshall Av,3,h,S,Marshall,16/09/2017
21305,Kew,8 Moreton Cl,4,h,VB,Jellis,16/09/2017
21306,Kew,3/9 Peel St,2,u,VB,Miles,16/09/2017
21307,Kew,3 Ridgeway Av,4,h,VB,Jellis,16/09/2017
21308,Kew,130 Sackville St,5,h,PI,RT,16/09/2017
21309,Kew,5 Second Av,5,h,S,Jellis,16/09/2017
21310,Kew,5 Stoke Av,5,h,SP,Marshall,16/09/2017
21311,Kew East,115 Belford Rd,3,h,VB,Jellis,16/09/2017
21312,Kew East,18 McConchie Av,4,h,S,Jellis,16/09/2017
21313,Kew East,50 Windella Av,3,h,VB,Jellis,16/09/2017
21314,Kew East,5 Woodlands Av,2,h,PI,Jellis,16/09/2017
21315,Kew East,22 Woolcock Av,3,h,PI,Lindellas,16/09/2017
21316,Keysborough,44 Kingsclere Av,3,h,PI,Barry,16/09/2017
21317,Keysborough,1 Laidlaw Ct,3,h,PI,Barry,16/09/2017
21318,Kilsyth,9 Durham Rd,6,h,S,Philip,16/09/2017
21319,Kingsville,70 Chirnside St,4,h,SP,Jas,16/09/2017
21320,Kingsville,2/23 Kingsville St,3,t,S,Village,16/09/2017
21321,Kingsville,5 Wales St,3,h,PI,Jas,16/09/2017
21322,Lalor,2 Blackwood St,3,h,S,HAR,16/09/2017
21323,Lalor,6 Everest Ct,3,h,S,HAR,16/09/2017
21324,Lower Plenty,12 Byron Av,3,h,S,Morrison,16/09/2017
21325,MacLeod,2/7 Cherry St,3,h,SN,Ray,16/09/2017
21326,MacLeod,31 Stewart Tce,2,h,SN,Barry,16/09/2017
21327,Maidstone,1/19 Burns St,2,t,S,hockingstuart,16/09/2017
21328,Maidstone,2/12 Janson St,2,t,S,hockingstuart,16/09/2017
21329,Malvern,4 Elizabeth St,4,h,S,RT,16/09/2017
21330,Malvern,5/355 Glenferrie Rd,2,u,VB,hockingstuart,16/09/2017
21331,Malvern,27 McArthur St,3,h,VB,Abercromby's,16/09/2017
21332,Malvern,32 Milton Pde,4,t,SP,Marshall,16/09/2017
21333,Malvern,2/102 Stanhope St,2,u,S,Jellis,16/09/2017
21334,Malvern,213 Wattletree Rd,3,h,S,Marshall,16/09/2017
21335,Malvern,27 Wheatland Rd,4,h,S,Marshall,16/09/2017
21336,Malvern East,3/77 Darling Rd,3,h,S,hockingstuart,16/09/2017
21337,Malvern East,13 Douglas St,3,h,S,Nelson,16/09/2017
21338,Malvern East,3/28 Ferncroft Av,2,u,S,hockingstuart,16/09/2017
21339,Malvern East,30 Tooronga Rd,3,h,S,hockingstuart,16/09/2017
21340,Malvern East,104/333 Wattletree Rd,2,u,VB,Marshall,16/09/2017
21341,Maribyrnong,218/5 Ordnance Res,2,u,SP,Biggin,16/09/2017
21342,Maribyrnong,13 Vista Ri,3,t,S,Biggin,16/09/2017
21343,McKinnon,2a Ellindale Av,3,h,S,Jellis,16/09/2017
21344,Meadow Heights,25 Darebin Ct,3,h,S,YPA,16/09/2017
21345,Melbourne,408/225 Elizabeth St,2,u,S,Dingle,16/09/2017
21346,Melbourne,11/8 Louise St,2,u,SP,Greg,16/09/2017
21347,Melbourne,806/19 Queens Rd,4,u,S,Dingle,16/09/2017
21348,Melbourne,410/23 Queens Rd,2,u,S,Greg,16/09/2017
21349,Melbourne,7/458 St Kilda Rd,2,u,S,Buxton,16/09/2017
21350,Melton South,97 Exford Rd,3,h,S,Raine,16/09/2017
21351,Melton South,5 Leggatt St,3,h,S,Reliance,16/09/2017
21352,Melton West,6 Floreat Pl,3,h,W,PRDNationwide,16/09/2017
21353,Melton West,12 Gloucester Wy,4,h,S,hockingstuart,16/09/2017
21354,Mentone,1/131 Balcombe Rd,3,t,S,hockingstuart,16/09/2017
21355,Mentone,11 Broome Av,3,h,PI,Barry,16/09/2017
21356,Mentone,21 Chicquita Cct,3,t,S,hockingstuart,16/09/2017
21357,Mentone,6/28 Florence St,2,t,SP,Thomson,16/09/2017
21358,Mentone,6/14 Milan St,2,u,SP,Buxton,16/09/2017
21359,Mentone,6/7 Rogers St,2,t,S,Barry,16/09/2017
21360,Middle Park,16/82 Patterson St,2,u,PI,Marshall,16/09/2017
21361,Mill Park,2/33 Allwyn Cr,2,u,SP,Ray,16/09/2017
21362,Mill Park,57 Hawkes Dr,2,h,S,Ray,16/09/2017
21363,Mill Park,68 Heritage Dr,3,h,S,HAR,16/09/2017
21364,Mill Park,39 Hurlstone Cr,3,h,S,Ray,16/09/2017
21365,Mill Park,20 Mayfield Dr,4,h,S,Love,16/09/2017
21366,Mill Park,36/292 McKimmies Rd,4,t,S,Ray,16/09/2017
21367,Mill Park,10 McLaughlin Cr,4,h,S,Darren,16/09/2017
21368,Mill Park,16 Scullin Ct,3,h,S,Ray,16/09/2017
21369,Mill Park,9 Taree Pl,4,h,S,Love,16/09/2017
21370,Mill Park,9 Valadero Ct,3,h,S,HAR,16/09/2017
21371,Mitcham,55 Burnett St,4,h,SP,Noel,16/09/2017
21372,Mitcham,46 Churinga Av,3,h,S,Noel,16/09/2017
21373,Mitcham,8 Haslemere Rd,4,h,SN,Noel,16/09/2017
21374,Mitcham,15a James Av,3,h,S,Fletchers,16/09/2017
21375,Mitcham,3 Moresby St,4,h,VB,Noel,16/09/2017
21376,Mitcham,16 Mountfield Rd,3,h,SN,Barry,16/09/2017
21377,Mitcham,13 Willow Av,3,h,SA,Philip,16/09/2017
21378,Mont Albert,9 Inglisby Rd,3,h,S,Jellis,16/09/2017
21379,Mont Albert,1/11 Rowland St,3,t,S,Marshall,16/09/2017
21380,Mont Albert,85 Victoria Cr,4,h,VB,Marshall,16/09/2017
21381,Montmorency,21 Sackville St,4,h,S,Lindellas,16/09/2017
21382,Montmorency,2/38 Station Rd,2,u,S,Morrison,16/09/2017
21383,Moonee Ponds,1/3 Corio St,2,h,S,Nelson,16/09/2017
21384,Moonee Ponds,6/36 Gladstone St,2,u,S,Jellis,16/09/2017
21385,Moonee Ponds,6/128 Maribyrnong Rd,3,h,W,McGrath,16/09/2017
21386,Moonee Ponds,48 Vine St,4,h,VB,Nelson,16/09/2017
21387,Moonee Ponds,113 Wilson St,3,h,S,Considine,16/09/2017
21388,Moorabbin,2/10 Joan St,3,t,S,Buxton,16/09/2017
21389,Moorabbin,2/165 Wickham Rd,3,u,S,Jellis,16/09/2017
21390,Mooroolbark,1 Gould Pl,4,h,W,Carter,16/09/2017
21391,Mooroolbark,5 Wilde Ct,3,h,SN,Barry,16/09/2017
21392,Mordialloc,4/1 Ashmore Av,2,u,S,O'Brien,16/09/2017
21393,Mordialloc,1A Chute St,3,t,SN,Barry,16/09/2017
21394,Mordialloc,1/460 Como Pde W,2,u,S,Greg,16/09/2017
21395,Mordialloc,5 Reys Cl,4,h,S,Hodges,16/09/2017
21396,Mount Waverley,54 Doynton Pde,4,h,S,Ray,16/09/2017
21397,Mount Waverley,44 Essex Rd,4,h,S,hockingstuart,16/09/2017
21398,Mount Waverley,37 Illuka Cr,5,h,SP,LLC,16/09/2017
21399,Mount Waverley,72 Lechte Rd,4,h,S,Fletchers,16/09/2017
21400,Mount Waverley,15 Lynden Gr,4,h,SP,Harcourts,16/09/2017
21401,Mount Waverley,11 Nicole St,5,h,S,Jellis,16/09/2017
21402,Mount Waverley,14b Pall Mall,4,t,S,Barry,16/09/2017
21403,Mount Waverley,11 Pamela St,3,h,S,hockingstuart,16/09/2017
21404,Mount Waverley,37 Pascall St,4,h,S,Jellis,16/09/2017
21405,Mount Waverley,2/2 Una St,3,h,PI,Fletchers,16/09/2017
21406,Mulgrave,76 Hansworth St,3,h,PI,Barry,16/09/2017
21407,Mulgrave,12 Orion Ct,3,h,S,Ray,16/09/2017
21408,Mulgrave,1 Sneddon Ct,4,h,S,RW,16/09/2017
21409,Murrumbeena,2/1248 Dandenong Rd,3,t,S,Jellis,16/09/2017
21410,Murrumbeena,43A Wallace Av,3,t,PI,Marshall,16/09/2017
21411,Narre Warren,12 Emily Dr,4,h,S,Harcourts,16/09/2017
21412,Narre Warren,1/7 Fleetwood Dr,2,u,SN,O'Brien,16/09/2017
21413,Newport,70 Anderson St,3,h,SP,Williams,16/09/2017
21414,Newport,8 Brown St,4,h,S,Sweeney,16/09/2017
21415,Newport,343A Douglas Pde,3,t,W,Williams,16/09/2017
21416,Newport,188 Mason St,4,h,PI,Sweeney,16/09/2017
21417,Niddrie,21 Haldane Rd,3,h,S,Nelson,16/09/2017
21418,Niddrie,36 Muriel St,3,h,SP,Brad,16/09/2017
21419,Noble Park,49 Leman Cr,2,h,PI,Barry,16/09/2017
21420,North Melbourne,406/1 Shiel St,2,u,VB,Jellis,16/09/2017
21421,North Melbourne,3/680 Victoria St,2,t,S,RE,16/09/2017
21422,Northcote,8 Aberdeen Gr,3,h,S,Jellis,16/09/2017
21423,Northcote,190 Bastings St,2,h,S,Nelson,16/09/2017
21424,Northcote,92 Beavers Rd,2,h,S,Jellis,16/09/2017
21425,Northcote,14 Cunningham St,4,h,S,Nelson,16/09/2017
21426,Northcote,4/228 Victoria Rd,2,t,S,Nelson,16/09/2017
21427,Northcote,28 Waterloo Rd,3,h,PI,Jellis,16/09/2017
21428,Northcote,215 Westgarth St,2,h,PI,Nelson,16/09/2017
21429,Northcote,217 Westgarth St,2,h,VB,Nelson,16/09/2017
21430,Northcote,42 Woolhouse St,3,h,S,Nelson,16/09/2017
21431,Notting Hill,2/34 Westerfield Dr,5,t,SN,Biggin,16/09/2017
21432,Nunawading,4 Menck St,3,h,S,Jellis,16/09/2017
21433,Nunawading,7/251 Springfield Rd,2,u,SN,Barry,16/09/2017
21434,Oak Park,107 New Rd,5,h,S,Nelson,16/09/2017
21435,Oak Park,242 Waterloo Rd,3,h,SP,Nelson,16/09/2017
21436,Oakleigh East,1/14 MacRina St,4,t,SP,Buxton,16/09/2017
21437,Oakleigh South,7 Clarendon Av,2,h,S,Woodards,16/09/2017
21438,Oakleigh South,8 Fleming Ct,4,h,S,Buxton,16/09/2017
21439,Oakleigh South,9 Glennie Av,5,h,S,Buxton,16/09/2017
21440,Oakleigh South,19 Luntar Rd,3,h,PI,Ray,16/09/2017
21441,Ormond,6 Bewdley St,3,h,S,Bekdon,16/09/2017
21442,Ormond,1/13 Holloway St,2,u,S,Ray,16/09/2017
21443,Ormond,2/33 Murray Rd,2,t,S,Buxton,16/09/2017
21444,Ormond,38 Stewart St,6,h,S,Buxton,16/09/2017
21445,Parkdale,29 Evan St,3,h,S,Obrien,16/09/2017
21446,Pascoe Vale,77 Bolingbroke St,3,h,S,Jellis,16/09/2017
21447,Pascoe Vale,6 Heather Av,3,h,SN,Barry,16/09/2017
21448,Pascoe Vale,1/84 Railway Pde,4,t,SP,Nelson,16/09/2017
21449,Pascoe Vale,25 Rhodes Pde,3,h,VB,Nelson,16/09/2017
21450,Pascoe Vale,13 Yorkshire St,3,h,S,Nelson,16/09/2017
21451,Patterson Lakes,6 Balarang Ct,3,h,S,hockingstuart,16/09/2017
21452,Point Cook,18 Creswick Dr,4,h,S,LJ,16/09/2017
21453,Point Cook,6 Ibiza Ct,4,h,S,hockingstuart,16/09/2017
21454,Point Cook,100 Malibu Bvd,4,h,S,hockingstuart,16/09/2017
21455,Point Cook,5 Marshall Tce,4,h,S,hockingstuart,16/09/2017
21456,Point Cook,1/17 Park Av,2,h,S,hockingstuart,16/09/2017
21457,Point Cook,38 Yuruga Bvd,4,h,S,hockingstuart,16/09/2017
21458,Port Melbourne,50 McCormack St,2,h,S,Greg,16/09/2017
21459,Port Melbourne,84 Ross St,3,h,SP,Greg,16/09/2017
21460,Port Melbourne,313/216 Rouse St,2,u,S,hockingstuart,16/09/2017
21461,Port Melbourne,101 Stokes St,5,t,S,Marshall,16/09/2017
21462,Prahran,9 Chatsworth Rd,3,h,S,Jellis,16/09/2017
21463,Prahran,62 Donald St,3,h,S,Biggin,16/09/2017
21464,Prahran,19 Porter St,1,u,S,Biggin,16/09/2017
21465,Prahran,73 Pridham St,3,h,PI,Jellis,16/09/2017
21466,Preston,2/92 Beauchamp St,2,t,S,RW,16/09/2017
21467,Preston,23 Lyonsville Av,3,h,S,Nelson,16/09/2017
21468,Preston,106 Malpas St,3,h,S,Nelson,16/09/2017
21469,Princes Hill,112 McIlwraith St,2,h,PI,Collins,16/09/2017
21470,Reservoir,1/2 Barry St,3,t,PI,Barry,16/09/2017
21471,Reservoir,2/17 Best St,2,h,S,Nelson,16/09/2017
21472,Reservoir,119 Boldrewood Pde,3,h,S,Barry,16/09/2017
21473,Reservoir,75 Botha Av,4,h,S,Ray,16/09/2017
21474,Reservoir,9 Delaware St,3,h,S,Barry,16/09/2017
21475,Reservoir,10a Evans Cr,3,u,S,Harcourts,16/09/2017
21476,Reservoir,2/89 Howard St,1,u,SP,Nelson,16/09/2017
21477,Reservoir,7 Loddon Av,3,h,S,Ray,16/09/2017
21478,Reservoir,4/27 McMahon Rd,2,u,SP,Ray,16/09/2017
21479,Reservoir,53C Miranda Rd,3,t,S,Ray,16/09/2017
21480,Reservoir,76 North Rd,2,h,S,Nelson,16/09/2017
21481,Reservoir,12 Pellew St,3,h,SP,Love,16/09/2017
21482,Reservoir,14 Pershing St,3,h,S,Nelson,16/09/2017
21483,Reservoir,1/78 Purinuan Rd,3,u,PI,RW,16/09/2017
21484,Reservoir,2/138 Rathcown Rd,1,u,S,Barry,16/09/2017
21485,Reservoir,3/206 Spring St,2,u,SP,Love,16/09/2017
21486,Reservoir,1/50 Whitelaw St,2,u,S,Nelson,16/09/2017
21487,Richmond,269 Coppin St,3,h,S,Jellis,16/09/2017
21488,Richmond,318/185 Lennox St,2,u,S,Biggin,16/09/2017
21489,Richmond,1/100 Rowena Pde,2,u,SP,Biggin,16/09/2017
21490,Richmond,37 Spencer Pl,3,t,VB,Jellis,16/09/2017
21491,Richmond,105/18 Tanner St,1,u,S,Peter,16/09/2017
21492,Richmond,11/9 Tennyson St,1,u,S,Biggin,16/09/2017
21493,Richmond,29 Type St,2,h,S,Biggin,16/09/2017
21494,Richmond,2A Wall St,2,h,S,Marshall,16/09/2017
21495,Ringwood,5 Bigola St,3,h,S,buyMyplace,16/09/2017
21496,Ringwood,33 Nelson St,4,h,PI,Carter,16/09/2017
21497,Ringwood,14 Norfolk Av,4,h,S,Philip,16/09/2017
21498,Ringwood East,53 Eastfield Rd,4,h,SN,Barry,16/09/2017
21499,Ringwood East,14 Malcolm Ct,6,h,PI,Barry,16/09/2017
21500,Ringwood East,4 Short St,3,h,S,Fletchers,16/09/2017
21501,Ringwood East,9 Teak Av,4,h,PI,Fletchers,16/09/2017
21502,Ringwood North,5 Unsworth Rd,4,h,S,Philip,16/09/2017
21503,Rosanna,169 Bellevue Av,3,h,PI,Fletchers,16/09/2017
21504,Rosanna,4 Devlin Ct,4,h,SP,Miles,16/09/2017
21505,Rosanna,17 Grandview Gr,3,h,VB,Nelson,16/09/2017
21506,Rosanna,8 Laane Av,3,h,SP,Barry,16/09/2017
21507,Rosanna,28 Millicent St,4,h,S,Miles,16/09/2017
21508,Rowville,1 Glenn Ct,4,h,SP,Harcourts,16/09/2017
21509,Roxburgh Park,21 Orion Wy,3,h,S,Raine,16/09/2017
21510,Roxburgh Park,109 Rossiter Av,3,h,SN,Barry,16/09/2017
21511,Sandhurst,18 Tarcoola Wy,4,h,SP,Eview,16/09/2017
21512,Sandringham,7 Duff St,4,h,S,hockingstuart,16/09/2017
21513,Sandringham,4 Gladstone St,4,h,PN,Buxton,16/09/2017
21514,Sandringham,4A Holzer St,3,h,VB,Buxton,16/09/2017
21515,Sandringham,6 Jennings St,4,h,SP,Buxton,16/09/2017
21516,Sandringham,1/2 Neptune St,4,t,S,Buxton,16/09/2017
21517,Sandringham,27 Sandringham Rd,3,h,SA,hockingstuart,16/09/2017
21518,Sandringham,95A Vincent St,4,t,VB,Buxton,16/09/2017
21519,Scoresby,9 Armin St,4,h,S,Fletchers,16/09/2017
21520,Scoresby,145 George St,4,h,S,One,16/09/2017
21521,South Melbourne,250 Ferrars St,1,h,S,Greg,16/09/2017
21522,South Morang,21 Cuckoo St,3,h,S,Ray,16/09/2017
21523,South Morang,7 Haven Cl,3,h,S,New,16/09/2017
21524,South Morang,17 Romina Wy,4,h,S,HAR,16/09/2017
21525,South Morang,34 Tuross Cr,4,h,S,Millership,16/09/2017
21526,South Morang,29 Vautier Pl,3,h,S,HAR,16/09/2017
21527,South Yarra,1/49 Davis Av,2,u,S,hockingstuart,16/09/2017
21528,South Yarra,246B Domain Rd,3,h,S,Kay,16/09/2017
21529,South Yarra,4/28 Kensington Rd,2,h,S,Marshall,16/09/2017
21530,South Yarra,16 Margaret St,3,h,SP,Jellis,16/09/2017
21531,South Yarra,65 Moore St,3,h,S,Marshall,16/09/2017
21532,South Yarra,3/41 Park St,2,u,S,Marshall,16/09/2017
21533,South Yarra,7/939 Punt Rd,2,u,SP,Jellis,16/09/2017
21534,Spotswood,28 George St,4,t,S,hockingstuart,16/09/2017
21535,Springvale,731 Princes Hwy,3,h,SP,Le,16/09/2017
21536,Springvale South,29 Effie Ct,4,h,SN,Barry,16/09/2017
21537,St Albans,2 Mytton Cl,3,h,SN,Barry,16/09/2017
21538,St Albans,52 Rhodes St,3,h,S,Prof.,16/09/2017
21539,St Helena,65 Maxine Dr,4,h,S,Darren,16/09/2017
21540,St Kilda,2/1 Acland St,1,u,S,hockingstuart,16/09/2017
21541,St Kilda,46/10 Acland St,1,u,S,McGrath,16/09/2017
21542,St Kilda,4/88 Blessington St,2,u,VB,hockingstuart,16/09/2017
21543,St Kilda,57 Octavia St,3,h,S,Buxton,16/09/2017
21544,Strathmore,26 Carnarvon Rd,3,h,S,Brad,16/09/2017
21545,Strathmore,274 Napier St,3,h,PI,Considine,16/09/2017
21546,Strathmore,1/14 Wendora St,3,t,PI,RT,16/09/2017
21547,Strathmore,9 Windsor Av,2,h,S,Nelson,16/09/2017
21548,Sunbury,26 Briarwood Ct,3,h,S,YPA,16/09/2017
21549,Sunbury,51 Dunrossil Dr,3,h,S,L,16/09/2017
21550,Sunbury,6 Landsborough Dr,3,h,S,YPA,16/09/2017
21551,Sunbury,11 Mounsey Ct,3,h,PI,Barry,16/09/2017
21552,Sunbury,60 Riddell Rd,3,h,S,YPA,16/09/2017
21553,Sunbury,1 Whitty La,3,h,SP,Leeburn,16/09/2017
21554,Sunshine,5 Barnett St,4,h,PI,Sweeney,16/09/2017
21555,Sunshine,2/7 Station Pl,3,t,S,Jas,16/09/2017
21556,Sunshine North,117 Berkshire Rd,4,h,S,Douglas,16/09/2017
21557,Sunshine North,6 Melton Av,3,h,SP,Sweeney,16/09/2017
21558,Sunshine North,33 Sandford Av,3,h,PI,Barry,16/09/2017
21559,Sunshine North,3 Tudor Rd,3,h,S,Douglas,16/09/2017
21560,Sunshine North,111 Warwick Rd,4,h,S,Sweeney,16/09/2017
21561,Sunshine West,5 Comino Rd,5,h,S,Bells,16/09/2017
21562,Surrey Hills,2/98 Durham Rd,3,u,S,Fletchers,16/09/2017
21563,Surrey Hills,29 Essex Rd,4,h,S,Garvey,16/09/2017
21564,Surrey Hills,7/6 Park Rd,2,u,S,Jellis,16/09/2017
21565,Surrey Hills,10 Pembroke St,5,h,SA,Woodards,16/09/2017
21566,Surrey Hills,7 Wandsworth Rd,4,h,S,Fletchers,16/09/2017
21567,Taylors Hill,42 Hardware La,3,h,S,Barry,16/09/2017
21568,Templestowe,36 Newmans Rd,5,h,S,Jellis,16/09/2017
21569,Templestowe,12 Read St,9,h,VB,Fletchers,16/09/2017
21570,Templestowe Lower,181 MacEdon Rd,4,h,PI,hockingstuart,16/09/2017
21571,Thomastown,15 Alison St,3,h,S,Barry,16/09/2017
21572,Thomastown,89 Cedar St,3,h,S,Barry,16/09/2017
21573,Thomastown,4 Charlton Pl,3,h,S,HAR,16/09/2017
21574,Thornbury,2/39 Clapham St,2,h,S,Jellis,16/09/2017
21575,Thornbury,119A Harold St,4,h,PI,McGrath,16/09/2017
21576,Thornbury,108 Normanby Av,3,h,SP,Love,16/09/2017
21577,Toorak,11A Canterbury Rd,3,h,SP,Jellis,16/09/2017
